ID,read,Genome,symbiodinium_species,#Reads_processed,#Unmapped,%Unmapped,#One_hit_one_genome,%One_hit_one_genome,#Multiple_hits_one_genome,%Multiple_hits_one_genome,#One_hit_multiple_genomes,%One_hit_multiple_genomes,Multiple_hits_multiple_genomes,%Multiple_hits_multiple_genomes
Ac_PA_SR5,r1,Ecoli,NA,105500034,105499078,100,0,0,0,0,580,0,376,0
Ac_PA_SR5,r1,PhiX,NA,105500034,105500034,100,0,0,0,0,0,0,0,0
Ac_PA_SR5,r1,Contamnts_Adaptrs,NA,105500034,105500034,100,0,0,0,0,0,0,0,0
Ac_PA_SR5,r1,Vectors,NA,105500034,105456414,99.96,20,0,0,0,3038,0,40562,0.04
Ac_PA_SR5,r1,Bacteria_24k,NA,105500034,104959296,99.49,14288,0.01,34195,0.03,40017,0.04,452238,0.43
Ac_PA_SR5,r1,Protists_1k,NA,105500034,103565526,98.17,97675,0.09,104340,0.1,310931,0.29,1421562,1.35
Ac_PA_SR5,r1,Viruses,NA,105500034,105061497,99.58,1213,0,1557,0,48834,0.05,386933,0.37
Ac_PA_SR5,r1,Fungi_RefSeq_release,NA,105500034,104700510,99.24,18831,0.02,4868,0,104488,0.1,671337,0.64
Ac_PA_SR5,r1,Bird,NA,105500034,104884048,99.41,5473,0.01,519,0,74017,0.07,535977,0.51
Ac_PA_SR5,r1,Plant,NA,105500034,104979519,99.51,3164,0,430,0,47804,0.05,469117,0.44
Ac_PA_SR5,r1,Symbiodinium,NA,105500034,103995234,98.57,372,0,24,0,333610,0.32,1170794,1.11
Ac_PA_SR5,r1,GCA_001939145.1,Symbiodinium microadriaticum,105500034,104741193,99.28,652,0,420,0,136370,0.13,621399,0.59
Ac_PA_SR5,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,105500034,104253336,98.82,688,0,49,0,467396,0.44,778565,0.74
Ac_PA_SR5,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,105500034,104880113,99.41,608,0,43,0,81193,0.08,538077,0.51
Ac_PA_SR5,r1,GCA_009767595.1,Symbiodinium kawagutii,105500034,104867263,99.4,806,0,55,0,98819,0.09,533091,0.51
Ac_PA_SR5,r1,GCA_018327485.1,Symbiodinium microadriaticum,105500034,104779346,99.32,804,0,41,0,128060,0.12,591783,0.56
Ac_PA_SR5,r1,GCA_905221605.1,Symbiodinium natans,105500034,104816197,99.35,597,0,52,0,85308,0.08,597880,0.57
Ac_PA_SR5,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,105500034,104645146,99.19,631,0,54,0,194344,0.18,659859,0.63
Ac_PA_SR5,r1,GCA_905221625.1,Symbiodinium sp. KB8,105500034,104663476,99.21,344,0,14,0,211595,0.2,624605,0.59
Ac_PA_SR5,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,105500034,104695829,99.24,660,0,38,0,200413,0.19,603094,0.57
Ac_PA_SR5,r1,GCA_905231905.1,Symbiodinium pilosum,105500034,104934537,99.46,361,0,26,0,147598,0.14,417512,0.4
Ac_PA_SR5,r1,GCA_905231915.1,Symbiodinium necroappetens,105500034,104710850,99.26,576,0,30,0,214248,0.2,574330,0.54
Ac_PA_SR5,r1,GCA_905231925.1,Symbiodinium microadriaticum,105500034,104641681,99.19,398,0,22,0,243862,0.23,614071,0.58
Ac_PA_SR5,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,105500034,104894430,99.43,966,0,46,0,61896,0.06,542696,0.51
Ac_PA_SR5,r1,All_Fish,NA,105500034,104448303,99.01,79631,0.08,46179,0.04,99534,0.09,826387,0.78
Ac_PA_SR5,r2,Human,NA,105500034,104800210,99.35,13360,0.01,3125,0,78375,0.07,604964,0.57
Ac_PA_SR5,r2,Ecoli,NA,105500034,105499083,100,0,0,0,0,579,0,372,0
Ac_PA_SR5,r2,PhiX,NA,105500034,105500034,100,0,0,0,0,0,0,0,0
Ac_PA_SR5,r2,Contamnts_Adaptrs,NA,105500034,105500034,100,0,0,0,0,0,0,0,0
Ac_PA_SR5,r2,Vectors,NA,105500034,105468152,99.97,10,0,0,0,2457,0,29415,0.03
Ac_PA_SR5,r2,Bacteria_24k,NA,105500034,104982719,99.51,14668,0.01,34204,0.03,38566,0.04,429877,0.41
Ac_PA_SR5,r2,Protists_1k,NA,105500034,103601117,98.2,96718,0.09,103297,0.1,310493,0.29,1388409,1.32
Ac_PA_SR5,r2,Viruses,NA,105500034,105085842,99.61,1206,0,1632,0,46364,0.04,364990,0.35
Ac_PA_SR5,r2,Fungi_RefSeq_release,NA,105500034,104734432,99.27,18195,0.02,4742,0,101869,0.1,640796,0.61
Ac_PA_SR5,r2,Bird,NA,105500034,104913716,99.44,5291,0.01,458,0,71990,0.07,508579,0.48
Ac_PA_SR5,r2,Plant,NA,105500034,105007786,99.54,3100,0,392,0,46742,0.04,442014,0.42
Ac_PA_SR5,r2,Symbiodinium,NA,105500034,104028366,98.61,339,0,23,0,331835,0.31,1139471,1.08
Ac_PA_SR5,r2,GCA_001939145.1,Symbiodinium microadriaticum,105500034,104768758,99.31,636,0,387,0,135476,0.13,594777,0.56
Ac_PA_SR5,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,105500034,104279796,98.85,668,0,47,0,466353,0.44,753170,0.71
Ac_PA_SR5,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,105500034,104906298,99.43,609,0,33,0,79916,0.08,513178,0.49
Ac_PA_SR5,r2,GCA_009767595.1,Symbiodinium kawagutii,105500034,104894461,99.43,785,0,49,0,96888,0.09,507851,0.48
Ac_PA_SR5,r2,GCA_018327485.1,Symbiodinium microadriaticum,105500034,104806307,99.34,701,0,40,0,125777,0.12,567209,0.54
Ac_PA_SR5,r2,GCA_905221605.1,Symbiodinium natans,105500034,104844365,99.38,551,0,47,0,83231,0.08,571840,0.54
Ac_PA_SR5,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,105500034,104675299,99.22,582,0,54,0,191632,0.18,632467,0.6
Ac_PA_SR5,r2,GCA_905221625.1,Symbiodinium sp. KB8,105500034,104690908,99.23,327,0,14,0,210085,0.2,598700,0.57
Ac_PA_SR5,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,105500034,104723017,99.26,590,0,38,0,197868,0.19,578521,0.55
Ac_PA_SR5,r2,GCA_905231905.1,Symbiodinium pilosum,105500034,104956147,99.48,368,0,20,0,145984,0.14,397515,0.38
Ac_PA_SR5,r2,GCA_905231915.1,Symbiodinium necroappetens,105500034,104736336,99.28,550,0,29,0,212856,0.2,550263,0.52
Ac_PA_SR5,r2,GCA_905231925.1,Symbiodinium microadriaticum,105500034,104670665,99.21,368,0,17,0,240772,0.23,588212,0.56
Ac_PA_SR5,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,105500034,104920854,99.45,927,0,55,0,60158,0.06,518040,0.49
Ac_PA_SR5,r2,All_Fish,NA,105500034,104485942,99.05,77085,0.07,45609,0.04,96928,0.09,794470,0.75
Ac_PA_SR6,r1,Human,NA,53451137,53070928,99.29,7276,0.01,1556,0,42650,0.08,328727,0.62
Ac_PA_SR6,r1,Ecoli,NA,53451137,53450585,100,0,0,0,0,313,0,239,0
Ac_PA_SR6,r1,PhiX,NA,53451137,53451137,100,0,0,0,0,0,0,0,0
Ac_PA_SR6,r1,Contamnts_Adaptrs,NA,53451137,53451137,100,0,0,0,0,0,0,0,0
Ac_PA_SR6,r1,Vectors,NA,53451137,53431735,99.97,8,0,0,0,1572,0,17822,0.03
Ac_PA_SR6,r1,Bacteria_24k,NA,53451137,53167046,99.46,8045,0.02,19631,0.04,21239,0.04,235176,0.44
Ac_PA_SR6,r1,Protists_1k,NA,53451137,52145464,97.55,48940,0.09,50893,0.1,286265,0.54,919575,1.72
Ac_PA_SR6,r1,Viruses,NA,53451137,53225122,99.58,804,0,1359,0,24718,0.05,199134,0.37
Ac_PA_SR6,r1,Fungi_RefSeq_release,NA,53451137,53038032,99.23,9773,0.02,2375,0,53720,0.1,347237,0.65
Ac_PA_SR6,r1,Bird,NA,53451137,53135689,99.41,2880,0.01,282,0,38634,0.07,273652,0.51
Ac_PA_SR6,r1,Plant,NA,53451137,53186791,99.51,1623,0,213,0,25063,0.05,237447,0.44
Ac_PA_SR6,r1,Symbiodinium,NA,53451137,52364147,97.97,186,0,5,0,293732,0.55,793067,1.48
Ac_PA_SR6,r1,GCA_001939145.1,Symbiodinium microadriaticum,53451137,52986665,99.13,256,0,103,0,105653,0.2,358460,0.67
Ac_PA_SR6,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,53451137,52496824,98.21,382,0,20,0,448715,0.84,505196,0.95
Ac_PA_SR6,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,53451137,53132743,99.41,321,0,16,0,39017,0.07,279040,0.52
Ac_PA_SR6,r1,GCA_009767595.1,Symbiodinium kawagutii,53451137,53125438,99.39,418,0,36,0,44243,0.08,281002,0.53
Ac_PA_SR6,r1,GCA_018327485.1,Symbiodinium microadriaticum,53451137,53004401,99.16,383,0,32,0,106081,0.2,340240,0.64
Ac_PA_SR6,r1,GCA_905221605.1,Symbiodinium natans,53451137,53079885,99.31,319,0,21,0,45082,0.08,325830,0.61
Ac_PA_SR6,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,53451137,52862160,98.9,303,0,35,0,188751,0.35,399888,0.75
Ac_PA_SR6,r1,GCA_905221625.1,Symbiodinium sp. KB8,53451137,52968328,99.1,178,0,16,0,130900,0.24,351715,0.66
Ac_PA_SR6,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,53451137,52974462,99.11,309,0,19,0,129964,0.24,346383,0.65
Ac_PA_SR6,r1,GCA_905231905.1,Symbiodinium pilosum,53451137,53158649,99.46,212,0,11,0,65224,0.12,227041,0.42
Ac_PA_SR6,r1,GCA_905231915.1,Symbiodinium necroappetens,53451137,52986745,99.13,266,0,18,0,135113,0.25,328995,0.62
Ac_PA_SR6,r1,GCA_905231925.1,Symbiodinium microadriaticum,53451137,52960426,99.08,198,0,12,0,142500,0.27,348001,0.65
Ac_PA_SR6,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,53451137,53144807,99.43,494,0,30,0,31963,0.06,273843,0.51
Ac_PA_SR6,r1,All_Fish,NA,53451137,52903302,98.96,40623,0.08,24278,0.05,51912,0.1,431022,0.81
Ac_PA_SR6,r2,Human,NA,53451137,53093903,99.33,7021,0.01,1512,0,40862,0.08,307839,0.58
Ac_PA_SR6,r2,Ecoli,NA,53451137,53450553,100,0,0,0,0,340,0,244,0
Ac_PA_SR6,r2,PhiX,NA,53451137,53451137,100,0,0,0,0,0,0,0,0
Ac_PA_SR6,r2,Contamnts_Adaptrs,NA,53451137,53451137,100,0,0,0,0,0,0,0,0
Ac_PA_SR6,r2,Vectors,NA,53451137,53437319,99.98,8,0,0,0,1236,0,12574,0.02
Ac_PA_SR6,r2,Bacteria_24k,NA,53451137,53183693,99.5,7960,0.01,19523,0.04,20080,0.04,219881,0.41
Ac_PA_SR6,r2,Protists_1k,NA,53451137,52168528,97.61,48319,0.09,50661,0.09,289124,0.54,894505,1.67
Ac_PA_SR6,r2,Viruses,NA,53451137,53240724,99.61,844,0,1384,0,23296,0.04,184889,0.35
Ac_PA_SR6,r2,Fungi_RefSeq_release,NA,53451137,53059394,99.27,9566,0.02,2390,0,52171,0.1,327616,0.61
Ac_PA_SR6,r2,Bird,NA,53451137,53155322,99.44,2725,0.01,331,0,36844,0.07,255915,0.48
Ac_PA_SR6,r2,Plant,NA,53451137,53204921,99.55,1627,0,175,0,23841,0.04,220573,0.41
Ac_PA_SR6,r2,Symbiodinium,NA,53451137,52385406,98,175,0,11,0,296861,0.56,768684,1.44
Ac_PA_SR6,r2,GCA_001939145.1,Symbiodinium microadriaticum,53451137,53007770,99.18,229,0,101,0,103748,0.19,339289,0.63
Ac_PA_SR6,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,53451137,52515858,98.25,371,0,18,0,449400,0.84,485490,0.91
Ac_PA_SR6,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,53451137,53151218,99.44,302,0,17,0,37818,0.07,261782,0.49
Ac_PA_SR6,r2,GCA_009767595.1,Symbiodinium kawagutii,53451137,53143930,99.43,396,0,29,0,42860,0.08,263922,0.49
Ac_PA_SR6,r2,GCA_018327485.1,Symbiodinium microadriaticum,53451137,53024359,99.21,360,0,22,0,103879,0.19,322517,0.6
Ac_PA_SR6,r2,GCA_905221605.1,Symbiodinium natans,53451137,53100740,99.35,357,0,22,0,43491,0.08,306527,0.57
Ac_PA_SR6,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,53451137,52885830,98.94,334,0,23,0,184987,0.35,379963,0.71
Ac_PA_SR6,r2,GCA_905221625.1,Symbiodinium sp. KB8,53451137,52988766,99.14,169,0,7,0,129271,0.24,332924,0.62
Ac_PA_SR6,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,53451137,52995778,99.15,276,0,18,0,126841,0.24,328224,0.61
Ac_PA_SR6,r2,GCA_905231905.1,Symbiodinium pilosum,53451137,53174650,99.48,204,0,8,0,63362,0.12,212913,0.4
Ac_PA_SR6,r2,GCA_905231915.1,Symbiodinium necroappetens,53451137,53006394,99.17,301,0,16,0,132911,0.25,311515,0.58
Ac_PA_SR6,r2,GCA_905231925.1,Symbiodinium microadriaticum,53451137,52981453,99.12,165,0,11,0,140620,0.26,328888,0.62
Ac_PA_SR6,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,53451137,53163301,99.46,491,0,22,0,30374,0.06,256949,0.48
Ac_PA_SR6,r2,All_Fish,NA,53451137,52928594,99.03,39094,0.07,23699,0.04,50454,0.09,409296,0.77
Ac_PA_SR7,r1,Human,NA,50341789,49985195,99.29,6573,0.01,1430,0,38610,0.08,309981,0.62
Ac_PA_SR7,r1,Ecoli,NA,50341789,50340280,100,0,0,0,0,351,0,1158,0
Ac_PA_SR7,r1,PhiX,NA,50341789,50341789,100,0,0,0,0,0,0,0,0
Ac_PA_SR7,r1,Contamnts_Adaptrs,NA,50341789,50341789,100,0,0,0,0,0,0,0,0
Ac_PA_SR7,r1,Vectors,NA,50341789,50318459,99.96,11,0,0,0,1448,0,21871,0.04
Ac_PA_SR7,r1,Bacteria_24k,NA,50341789,50000343,99.33,35582,0.07,52083,0.1,21185,0.04,232596,0.46
Ac_PA_SR7,r1,Protists_1k,NA,50341789,49215057,97.76,49673,0.1,50618,0.1,228379,0.45,798062,1.59
Ac_PA_SR7,r1,Viruses,NA,50341789,50124914,99.57,1051,0,1734,0,24913,0.05,189177,0.38
Ac_PA_SR7,r1,Fungi_RefSeq_release,NA,50341789,49951462,99.22,9177,0.02,2574,0.01,52507,0.1,326069,0.65
Ac_PA_SR7,r1,Bird,NA,50341789,50045287,99.41,2592,0.01,241,0,36062,0.07,257607,0.51
Ac_PA_SR7,r1,Plant,NA,50341789,50087986,99.5,1486,0,222,0,23165,0.05,228930,0.45
Ac_PA_SR7,r1,Symbiodinium,NA,50341789,49442121,98.21,184,0,18,0,235244,0.47,664222,1.32
Ac_PA_SR7,r1,GCA_001939145.1,Symbiodinium microadriaticum,50341789,49937463,99.19,239,0,84,0,84319,0.17,319684,0.64
Ac_PA_SR7,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,50341789,49569681,98.47,345,0,18,0,338994,0.67,432751,0.86
Ac_PA_SR7,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,50341789,50047909,99.42,309,0,17,0,36320,0.07,257234,0.51
Ac_PA_SR7,r1,GCA_009767595.1,Symbiodinium kawagutii,50341789,50043324,99.41,373,0,33,0,40391,0.08,257668,0.51
Ac_PA_SR7,r1,GCA_018327485.1,Symbiodinium microadriaticum,50341789,49953525,99.23,370,0,24,0,84289,0.17,303581,0.6
Ac_PA_SR7,r1,GCA_905221605.1,Symbiodinium natans,50341789,50006740,99.33,306,0,18,0,39917,0.08,294808,0.59
Ac_PA_SR7,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,50341789,49849348,99.02,276,0,34,0,141730,0.28,350401,0.7
Ac_PA_SR7,r1,GCA_905221625.1,Symbiodinium sp. KB8,50341789,49919062,99.16,176,0,10,0,108261,0.22,314280,0.62
Ac_PA_SR7,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,50341789,49926581,99.17,277,0,16,0,108341,0.22,306574,0.61
Ac_PA_SR7,r1,GCA_905231905.1,Symbiodinium pilosum,50341789,50075080,99.47,179,0,2,0,58976,0.12,207552,0.41
Ac_PA_SR7,r1,GCA_905231915.1,Symbiodinium necroappetens,50341789,49938734,99.2,295,0,16,0,111829,0.22,290915,0.58
Ac_PA_SR7,r1,GCA_905231925.1,Symbiodinium microadriaticum,50341789,49905342,99.14,202,0,11,0,127186,0.25,309048,0.61
Ac_PA_SR7,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,50341789,50059849,99.44,440,0,24,0,28194,0.06,253282,0.5
Ac_PA_SR7,r1,All_Fish,NA,50341789,49830066,98.98,37056,0.07,22847,0.05,50141,0.1,401679,0.8
Ac_PA_SR7,r2,Human,NA,50341789,50001471,99.33,6297,0.01,1443,0,37333,0.07,295245,0.59
Ac_PA_SR7,r2,Ecoli,NA,50341789,50340293,100,0,0,0,0,330,0,1166,0
Ac_PA_SR7,r2,PhiX,NA,50341789,50341789,100,0,0,0,0,0,0,0,0
Ac_PA_SR7,r2,Contamnts_Adaptrs,NA,50341789,50341789,100,0,0,0,0,0,0,0,0
Ac_PA_SR7,r2,Vectors,NA,50341789,50323571,99.97,6,0,0,0,1220,0,16992,0.03
Ac_PA_SR7,r2,Bacteria_24k,NA,50341789,50012106,99.35,35833,0.07,51502,0.1,20563,0.04,221785,0.44
Ac_PA_SR7,r2,Protists_1k,NA,50341789,49232650,97.79,49138,0.1,50145,0.1,229498,0.46,780358,1.55
Ac_PA_SR7,r2,Viruses,NA,50341789,50136203,99.59,1077,0,1675,0,23914,0.05,178920,0.36
Ac_PA_SR7,r2,Fungi_RefSeq_release,NA,50341789,49967523,99.26,8688,0.02,2462,0,50966,0.1,312150,0.62
Ac_PA_SR7,r2,Bird,NA,50341789,50058938,99.43,2536,0.01,198,0,34646,0.07,245471,0.49
Ac_PA_SR7,r2,Plant,NA,50341789,50100915,99.53,1457,0,194,0,22133,0.04,217090,0.43
Ac_PA_SR7,r2,Symbiodinium,NA,50341789,49457705,98.24,178,0,11,0,235302,0.47,648593,1.29
Ac_PA_SR7,r2,GCA_001939145.1,Symbiodinium microadriaticum,50341789,49951650,99.23,235,0,91,0,82659,0.16,307154,0.61
Ac_PA_SR7,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,50341789,49581979,98.5,342,0,21,0,339254,0.67,420193,0.83
Ac_PA_SR7,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,50341789,50059814,99.44,282,0,23,0,35541,0.07,246129,0.49
Ac_PA_SR7,r2,GCA_009767595.1,Symbiodinium kawagutii,50341789,50055904,99.43,342,0,21,0,39372,0.08,246150,0.49
Ac_PA_SR7,r2,GCA_018327485.1,Symbiodinium microadriaticum,50341789,49966663,99.26,337,0,17,0,82859,0.16,291913,0.58
Ac_PA_SR7,r2,GCA_905221605.1,Symbiodinium natans,50341789,50020338,99.36,300,0,16,0,39184,0.08,281951,0.56
Ac_PA_SR7,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,50341789,49864090,99.05,298,0,25,0,139617,0.28,337759,0.67
Ac_PA_SR7,r2,GCA_905221625.1,Symbiodinium sp. KB8,50341789,49932596,99.19,162,0,8,0,106616,0.21,302407,0.6
Ac_PA_SR7,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,50341789,49940423,99.2,315,0,19,0,105883,0.21,295149,0.59
Ac_PA_SR7,r2,GCA_905231905.1,Symbiodinium pilosum,50341789,50086054,99.5,182,0,8,0,57730,0.11,197815,0.39
Ac_PA_SR7,r2,GCA_905231915.1,Symbiodinium necroappetens,50341789,49952262,99.22,301,0,19,0,109642,0.22,279565,0.56
Ac_PA_SR7,r2,GCA_905231925.1,Symbiodinium microadriaticum,50341789,49919968,99.16,183,0,10,0,124427,0.25,297201,0.59
Ac_PA_SR7,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,50341789,50071111,99.47,446,0,27,0,27667,0.05,242538,0.48
Ac_PA_SR7,r2,All_Fish,NA,50341789,49847033,99.02,36201,0.07,22458,0.04,48821,0.1,387276,0.77
Ac_PA_SR8,r1,Human,NA,38885723,38603831,99.28,5329,0.01,1135,0,30867,0.08,244561,0.63
Ac_PA_SR8,r1,Ecoli,NA,38885723,38885502,100,0,0,0,0,135,0,86,0
Ac_PA_SR8,r1,PhiX,NA,38885723,38885723,100,0,0,0,0,0,0,0,0
Ac_PA_SR8,r1,Contamnts_Adaptrs,NA,38885723,38885723,100,0,0,0,0,0,0,0,0
Ac_PA_SR8,r1,Vectors,NA,38885723,38866586,99.95,12,0,0,0,1166,0,17959,0.05
Ac_PA_SR8,r1,Bacteria_24k,NA,38885723,38690268,99.5,4182,0.01,6947,0.02,15282,0.04,169044,0.43
Ac_PA_SR8,r1,Protists_1k,NA,38885723,38051174,97.85,37564,0.1,39294,0.1,157565,0.41,600126,1.54
Ac_PA_SR8,r1,Viruses,NA,38885723,38717473,99.57,362,0,265,0,19523,0.05,148100,0.38
Ac_PA_SR8,r1,Fungi_RefSeq_release,NA,38885723,38578694,99.21,7085,0.02,1990,0.01,40120,0.1,257834,0.66
Ac_PA_SR8,r1,Bird,NA,38885723,38650246,99.39,2024,0.01,188,0,27618,0.07,205647,0.53
Ac_PA_SR8,r1,Plant,NA,38885723,38683462,99.48,1149,0,153,0,18432,0.05,182527,0.47
Ac_PA_SR8,r1,Symbiodinium,NA,38885723,38212535,98.27,139,0,7,0,168910,0.43,504132,1.3
Ac_PA_SR8,r1,GCA_001939145.1,Symbiodinium microadriaticum,38885723,38571287,99.19,253,0,115,0,63201,0.16,250867,0.65
Ac_PA_SR8,r1,GCA_003297005.1,Symbiodinium sp. clade A Y106,38885723,38311566,98.52,289,0,25,0,243852,0.63,329991,0.85
Ac_PA_SR8,r1,GCA_003297045.1,Symbiodinium sp. clade C Y103,38885723,38645769,99.39,263,0,9,0,32659,0.08,207023,0.53
Ac_PA_SR8,r1,GCA_009767595.1,Symbiodinium kawagutii,38885723,38640871,99.37,303,0,23,0,37518,0.1,207008,0.53
Ac_PA_SR8,r1,GCA_018327485.1,Symbiodinium microadriaticum,38885723,38586072,99.23,285,0,19,0,61296,0.16,238051,0.61
Ac_PA_SR8,r1,GCA_905221605.1,Symbiodinium natans,38885723,38614560,99.3,244,0,20,0,33211,0.09,237688,0.61
Ac_PA_SR8,r1,GCA_905221615.1,Symbiodinium sp. CCMP2592,38885723,38513333,99.05,261,0,17,0,98688,0.25,273424,0.7
Ac_PA_SR8,r1,GCA_905221625.1,Symbiodinium sp. KB8,38885723,38546777,99.13,140,0,8,0,90430,0.23,248368,0.64
Ac_PA_SR8,r1,GCA_905221635.1,Symbiodinium sp. CCMP2456,38885723,38555694,99.15,235,0,18,0,88902,0.23,240874,0.62
Ac_PA_SR8,r1,GCA_905231905.1,Symbiodinium pilosum,38885723,38664010,99.43,136,0,8,0,57755,0.15,163814,0.42
Ac_PA_SR8,r1,GCA_905231915.1,Symbiodinium necroappetens,38885723,38563514,99.17,247,0,14,0,90551,0.23,231397,0.6
Ac_PA_SR8,r1,GCA_905231925.1,Symbiodinium microadriaticum,38885723,38536586,99.1,152,0,4,0,104724,0.27,244257,0.63
Ac_PA_SR8,r1,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,38885723,38653318,99.41,358,0,9,0,24623,0.06,207415,0.53
Ac_PA_SR8,r1,All_Fish,NA,38885723,38487130,98.97,29264,0.08,16802,0.04,38425,0.1,314102,0.81
Ac_PA_SR8,r2,Human,NA,38885723,38622329,99.33,4971,0.01,1149,0,30006,0.08,227268,0.58
Ac_PA_SR8,r2,Ecoli,NA,38885723,38885544,100,0,0,0,0,107,0,72,0
Ac_PA_SR8,r2,PhiX,NA,38885723,38885723,100,0,0,0,0,0,0,0,0
Ac_PA_SR8,r2,Contamnts_Adaptrs,NA,38885723,38885723,100,0,0,0,0,0,0,0,0
Ac_PA_SR8,r2,Vectors,NA,38885723,38871472,99.97,7,0,0,0,925,0,13319,0.03
Ac_PA_SR8,r2,Bacteria_24k,NA,38885723,38702882,99.53,4145,0.01,6928,0.02,14816,0.04,156952,0.4
Ac_PA_SR8,r2,Protists_1k,NA,38885723,38071584,97.91,36853,0.09,39212,0.1,158681,0.41,579393,1.49
Ac_PA_SR8,r2,Viruses,NA,38885723,38730718,99.6,324,0,294,0,18027,0.05,136360,0.35
Ac_PA_SR8,r2,Fungi_RefSeq_release,NA,38885723,38597025,99.26,6972,0.02,1898,0,38577,0.1,241251,0.62
Ac_PA_SR8,r2,Bird,NA,38885723,38666666,99.43,2039,0.01,199,0,26491,0.07,190328,0.49
Ac_PA_SR8,r2,Plant,NA,38885723,38699216,99.53,1091,0,180,0,17044,0.04,168192,0.43
Ac_PA_SR8,r2,Symbiodinium,NA,38885723,38230904,98.31,141,0,10,0,169251,0.44,485417,1.25
Ac_PA_SR8,r2,GCA_001939145.1,Symbiodinium microadriaticum,38885723,38587398,99.23,229,0,116,0,61946,0.16,236034,0.61
Ac_PA_SR8,r2,GCA_003297005.1,Symbiodinium sp. clade A Y106,38885723,38326904,98.56,247,0,14,0,244019,0.63,314539,0.81
Ac_PA_SR8,r2,GCA_003297045.1,Symbiodinium sp. clade C Y103,38885723,38660834,99.42,209,0,14,0,31137,0.08,193529,0.5
Ac_PA_SR8,r2,GCA_009767595.1,Symbiodinium kawagutii,38885723,38655858,99.41,287,0,16,0,36501,0.09,193061,0.5
Ac_PA_SR8,r2,GCA_018327485.1,Symbiodinium microadriaticum,38885723,38601501,99.27,281,0,25,0,59672,0.15,224244,0.58
Ac_PA_SR8,r2,GCA_905221605.1,Symbiodinium natans,38885723,38630917,99.35,228,0,19,0,31823,0.08,222736,0.57
Ac_PA_SR8,r2,GCA_905221615.1,Symbiodinium sp. CCMP2592,38885723,38530575,99.09,228,0,19,0,96539,0.25,258362,0.66
Ac_PA_SR8,r2,GCA_905221625.1,Symbiodinium sp. KB8,38885723,38562783,99.17,160,0,6,0,89071,0.23,233703,0.6
Ac_PA_SR8,r2,GCA_905221635.1,Symbiodinium sp. CCMP2456,38885723,38571054,99.2,228,0,15,0,87486,0.22,226940,0.58
Ac_PA_SR8,r2,GCA_905231905.1,Symbiodinium pilosum,38885723,38676609,99.47,139,0,6,0,56374,0.14,152595,0.39
Ac_PA_SR8,r2,GCA_905231915.1,Symbiodinium necroappetens,38885723,38578702,99.21,214,0,13,0,89204,0.23,217590,0.56
Ac_PA_SR8,r2,GCA_905231925.1,Symbiodinium microadriaticum,38885723,38553790,99.15,137,0,11,0,102077,0.26,229708,0.59
Ac_PA_SR8,r2,GCA_000507305.1,Breviolum minutum Mf 1.05b.01,38885723,38667802,99.44,354,0,26,0,23467,0.06,194074,0.5
Ac_PA_SR8,r2,All_Fish,NA,38885723,38507404,99.03,28347,0.07,16373,0.04,36951,0.1,296648,0.76
Ac_PA_SR9,r1,Human,NA,53041259,52661681,99.29,7073,0.01,1531,0,41702,0.08,329272,0.62
Ac_PA_SR9,r1,Ecoli,NA,53041259,53040843,100,0,0,0,0,281,0,135,0
Ac_PA_SR9,r1,PhiX,NA,53041259,53041259,100,0,0,0,0,0,0,0,0
Ac_PA_SR9,r1,Contamnts_Adaptrs,NA,53041259,53041259,100,0,0,0,0,0,0,0,0
Ac_PA_SR9,r1,Vectors,NA,53041259,53017698,99.96,8,0,0,0,1714,0,21839,0.04
